0 , 0 , 57.8559
0.00334448 , 0 , 59.6901
0.00668896 , 0 , 61.567
0.0100334 , 0 , 63.4868
0.0133779 , 0 , 65.45
0.0167224 , 0 , 67.4569
0.0200669 , 0 , 69.5079
0.0234114 , 0 , 71.6033
0.0267559 , 0 , 73.7434
0.0301003 , 0 , 75.9284
0.0334448 , 0 , 78.1586
0.0367893 , 0 , 80.4343
0.0401338 , 0 , 82.7556
0.0434783 , 0 , 85.1227
0.0468227 , 0 , 87.5358
0.0501672 , 0 , 89.995
0.0535117 , 0 , 92.5003
0.0568562 , 0 , 95.052
0.0602007 , 0 , 97.6499
0.0635452 , 0 , 100.294
0.0668896 , 0 , 102.985
0.0702341 , 0 , 105.722
0.0735786 , 0 , 108.504
0.0769231 , 0 , 111.333
0.0802676 , 0 , 114.208
0.083612 , 0 , 117.129
0.0869565 , 0 , 120.095
0.090301 , 0 , 123.107
0.0936455 , 0 , 126.163
0.09699 , 0 , 129.264
0.100334 , 0 , 132.409
0.103679 , 0 , 135.599
0.107023 , 0 , 138.831
0.110368 , 0 , 142.107
0.113712 , 0 , 145.426
0.117057 , 0 , 148.786
0.120401 , 0 , 152.188
0.123746 , 0 , 155.631
0.12709 , 0 , 159.114
0.130435 , 0 , 162.637
0.133779 , 0 , 166.198
0.137124 , 0 , 169.798
0.140468 , 0 , 173.435
0.143813 , 0 , 177.108
0.147157 , 0 , 180.817
0.150502 , 0 , 184.561
0.153846 , 0 , 188.339
0.157191 , 0 , 192.149
0.160535 , 0 , 195.992
0.16388 , 0 , 199.865
0.167224 , 0 , 203.768
0.170569 , 0 , 207.7
0.173913 , 0 , 211.66
0.177258 , 0 , 215.646
0.180602 , 0 , 219.657
0.183946 , 0 , 223.693
0.187291 , 0 , 227.751
0.190635 , 0 , 231.831
0.19398 , 0 , 235.931
0.197324 , 0 , 240.05
0.200669 , 0 , 244.187
0.204013 , 0 , 248.34
0.207358 , 0 , 252.508
0.210702 , 0 , 256.689
0.214047 , 0 , 260.882
0.217391 , 0 , 265.086
0.220736 , 0 , 269.299
0.22408 , 0 , 273.519
0.227425 , 0 , 277.745
0.230769 , 0 , 281.976
0.234114 , 0 , 286.21
0.237458 , 0 , 290.445
0.240803 , 0 , 294.68
0.244147 , 0 , 298.913
0.247492 , 0 , 303.142
0.250836 , 0 , 307.367
0.254181 , 0 , 311.585
0.257525 , 0 , 315.794
0.26087 , 0 , 319.994
0.264214 , 0 , 324.182
0.267559 , 0 , 328.357
0.270903 , 0 , 332.517
0.274247 , 0 , 336.661
0.277592 , 0 , 340.786
0.280936 , 0 , 344.892
0.284281 , 0 , 348.976
0.287625 , 0 , 353.037
0.29097 , 0 , 357.074
0.294314 , 0 , 361.084
0.297659 , 0 , 365.066
0.301003 , 0 , 369.019
0.304348 , 0 , 372.94
0.307692 , 0 , 376.829
0.311037 , 0 , 380.683
0.314381 , 0 , 384.502
0.317726 , 0 , 388.282
0.32107 , 0 , 392.024
0.324415 , 0 , 395.726
0.327759 , 0 , 399.385
0.331104 , 0 , 403.001
0.334448 , 0 , 406.572
0.337793 , 0 , 410.096
0.341137 , 0 , 413.572
0.344482 , 0 , 416.999
0.347826 , 0 , 420.375
0.351171 , 0 , 423.699
0.354515 , 0 , 426.97
0.35786 , 0 , 430.185
0.361204 , 0 , 433.345
0.364548 , 0 , 436.447
0.367893 , 0 , 439.491
0.371237 , 0 , 442.474
0.374582 , 0 , 445.397
0.377926 , 0 , 448.257
0.381271 , 0 , 451.054
0.384615 , 0 , 453.786
0.38796 , 0 , 456.453
0.391304 , 0 , 459.053
0.394649 , 0 , 461.585
0.397993 , 0 , 464.049
0.401338 , 0 , 466.443
0.404682 , 0 , 468.766
0.408027 , 0 , 471.017
0.411371 , 0 , 473.196
0.414716 , 0 , 475.302
0.41806 , 0 , 477.333
0.421405 , 0 , 479.29
0.424749 , 0 , 481.17
0.428094 , 0 , 482.974
0.431438 , 0 , 484.702
0.434783 , 0 , 486.351
0.438127 , 0 , 487.921
0.441472 , 0 , 489.413
0.444816 , 0 , 490.825
0.448161 , 0 , 492.157
0.451505 , 0 , 493.408
0.454849 , 0 , 494.577
0.458194 , 0 , 495.665
0.461538 , 0 , 496.671
0.464883 , 0 , 497.595
0.468227 , 0 , 498.435
0.471572 , 0 , 499.193
0.474916 , 0 , 499.867
0.478261 , 0 , 500.457
0.481605 , 0 , 500.964
0.48495 , 0 , 501.386
0.488294 , 0 , 501.724
0.491639 , 0 , 501.978
0.494983 , 0 , 502.147
0.498328 , 0 , 502.232
0.501672 , 0 , 502.232
0.505017 , 0 , 502.147
0.508361 , 0 , 501.978
0.511706 , 0 , 501.724
0.51505 , 0 , 501.386
0.518395 , 0 , 500.964
0.521739 , 0 , 500.457
0.525084 , 0 , 499.867
0.528428 , 0 , 499.193
0.531773 , 0 , 498.435
0.535117 , 0 , 497.595
0.538462 , 0 , 496.671
0.541806 , 0 , 495.665
0.545151 , 0 , 494.577
0.548495 , 0 , 493.408
0.551839 , 0 , 492.157
0.555184 , 0 , 490.825
0.558528 , 0 , 489.413
0.561873 , 0 , 487.921
0.565217 , 0 , 486.351
0.568562 , 0 , 484.702
0.571906 , 0 , 482.974
0.575251 , 0 , 481.17
0.578595 , 0 , 479.29
0.58194 , 0 , 477.333
0.585284 , 0 , 475.302
0.588629 , 0 , 473.196
0.591973 , 0 , 471.017
0.595318 , 0 , 468.766
0.598662 , 0 , 466.443
0.602007 , 0 , 464.049
0.605351 , 0 , 461.585
0.608696 , 0 , 459.053
0.61204 , 0 , 456.453
0.615385 , 0 , 453.786
0.618729 , 0 , 451.054
0.622074 , 0 , 448.257
0.625418 , 0 , 445.397
0.628763 , 0 , 442.474
0.632107 , 0 , 439.491
0.635452 , 0 , 436.447
0.638796 , 0 , 433.345
0.64214 , 0 , 430.185
0.645485 , 0 , 426.97
0.648829 , 0 , 423.699
0.652174 , 0 , 420.375
0.655518 , 0 , 416.999
0.658863 , 0 , 413.572
0.662207 , 0 , 410.096
0.665552 , 0 , 406.572
0.668896 , 0 , 403.001
0.672241 , 0 , 399.385
0.675585 , 0 , 395.726
0.67893 , 0 , 392.024
0.682274 , 0 , 388.282
0.685619 , 0 , 384.502
0.688963 , 0 , 380.683
0.692308 , 0 , 376.829
0.695652 , 0 , 372.94
0.698997 , 0 , 369.019
0.702341 , 0 , 365.066
0.705686 , 0 , 361.084
0.70903 , 0 , 357.074
0.712375 , 0 , 353.037
0.715719 , 0 , 348.976
0.719064 , 0 , 344.892
0.722408 , 0 , 340.786
